;;"2430.1"
;;
"32163.1";;
;"55871.1";
;"17576.1";
;"27427.1";
;"103428.2";"103428.1"
"101297.1";;"101297.1"
"55840.1";"55840.1";
;"104539.1";
;"39399.1";
;"102800.2";
;;
"104402.3";"104402.2";
;"92879.1";
"102286.1";"102286.2";
;"64048.1";"64048.1"
;"5337.1";
"105036.93";"105036.6";"105036.23"
"105036.22";"105036.13";"105036.29"
;"36388.1";"36388.1"
"72411.1";;
;;
;"12836.1";"12836.1"
"66084.1";"66084.1";"66084.1"
;"95301.1";
;;"27454.1"
;"48239.1";
"82211.1";;"82211.1"
;"104663.3";
"91949.1";"91949.1";
;"81506.1";"81506.1"
;;
;;"78154.1"
"92420.1";;
"60195.1";;
"104209.2";"104209.1";"104209.2"
"14959.1";"14959.1";"14959.1"
"103772.3";"103772.3";"103772.3"
"90564.1";"90564.1";
"76391.1";;"76391.1"
"104680.3";;"104680.1"
;"75925.1";
"6351.1";;
;"104325.1";"104325.2"
"3877.1";"3877.1";"3877.1"
"70632.1";;
;;
;;"64674.1"
"104699.3";"104699.1";"104699.1"
;"7269.1";
;;"32811.1"
"54164.1";"54164.1";
;;"8506.1"
"76057.1";;
;"4284.1";
;"103744.2";"103744.1"
"27442.1";;
"105035.2";"105035.3";"105035.4"
"104474.2";"104474.2";"104474.1"
;"36816.1";
;;"100542.1"
;"5776.1";
"59558.1";"59558.1";
"50148.1";;"50148.1"
;;
;"59634.1";
"49893.1";"49893.1";"49893.1"
;"22450.1";
"56371.1";;"56371.1"
;"104902.3";
;;
;;
"11494.1";"11494.1";"11494.1"
"14721.1";"14721.1";"14721.1"
;;"29721.1"
;"90761.1";
;;
"27795.1";;
"6201.1";;
"104335.3";"104335.3";"104335.1"
"104673.3";"104673.2";"104673.3"
;"27525.1";
"104329.1";;"104329.3"
;"14985.1";
;"68951.1";
;"63498.1";"63498.1"
"60845.1";;"60845.1"
;"18391.1";
;"41259.1";"41259.1"
;"8444.1";
"102151.2";"102151.1";"102151.1"
;"34475.1";"34475.1"
;"3161.1";
"81260.1";"81260.1";
;;"60703.1"
"27900.1";"27900.1";"27900.1"
"4210.1";"4210.1";"4210.1"
"103747.3";"103747.3";"103747.2"
"104289.1";"104289.3";"104289.1"
;"22198.1";
;"35524.1";
"86266.1";"86266.1";"86266.1"
"48277.1";"48277.1";
"82910.1";;
"65510.1";"65510.1";"65510.1"
"35182.1";"35182.1";
;;
"69710.1";;
"71232.1";"71232.1";"71232.1"
;;
"32082.1";"32082.1";"32082.1"
"41360.1";;
;"69390.1";
;"88693.1";
"105036.93";"105036.63";"105036.64"
"102443.2";;"102443.2"
"82581.1";"82581.1";
;"51448.1";"51448.1"
;;
"92191.1";"92191.1";"92191.1"
"16643.1";;"16643.1"
;;
;;"316.1"
;"237.1";
;;"100485.2"
"95944.1";"95944.1";
;"100749.2";
;;
;"66256.1";
"55322.1";;
;;
;;"27564.1"
"104668.3";"104668.1";"104668.3"
"38897.1";;"38897.1"
;"33884.1";"33884.1"
;"56820.1";"56820.1"
"26174.1";;"26174.1"
;;"26896.1"
"99224.1";;
;;
;"104991.2";
;;"9580.1"
"51109.1";;
;"36088.1";"36088.1"
;;
;"11772.1";"11772.1"
;"95664.1";"95664.1"
;"31290.1";"31290.1"
"66813.1";;
;;
"88073.1";;"88073.1"
;"63887.1";"63887.1"
"34487.1";"34487.1";"34487.1"
"104029.2";"104029.1";"104029.2"
"32614.1";;
;"51083.1";"51083.1"
"16409.1";"16409.1";"16409.1"
"19798.1";;"19798.1"
;;
"34582.1";;"34582.1"
;;
"75313.1";"75313.1";
"102138.2";;"102138.1"
"104973.4";;"104973.3"
"57011.1";;"57011.1"
"45085.1";"45085.1";"45085.1"
"103906.3";"103906.3";"103906.2"
;"8715.1";"8715.1"
"74535.1";;"74535.1"
"100547.2";"100547.2";"100547.2"
;"103430.2";"103430.1"
;"11232.1";"11232.1"
"104946.2";"104946.2";
;"66607.1";"66607.1"
;"103928.1";
;;"43940.1"
"5821.1";"5821.1";"5821.1"
;;"97813.1"
"101717.1";"101717.2";"101717.2"
"102130.1";"102130.2";
;;"22739.1"
"101603.2";;"101603.2"
;"67683.1";"67683.1"
;;"2799.1"
"104546.3";"104546.2";"104546.1"
"51391.1";"51391.1";
;;
"59808.1";"59808.1";"59808.1"
;"44548.1";"44548.1"
;;"8998.1"
;"37289.1";"37289.1"
"11889.1";;"11889.1"
;;
"55434.1";"55434.1";
;"23758.1";
;;"34460.1"
;"28206.1";"28206.1"
;;"84172.1"
;"98012.1";"98012.1"
;"26134.1";"26134.1"
"104314.1";"104314.3";"104314.3"
"20173.1";"20173.1";"20173.1"
;;
;;
"41094.1";"41094.1";
"102077.1";"102077.1";
"15735.1";"15735.1";"15735.1"
"28710.1";"28710.1";"28710.1"
;"102033.1";"102033.2"
;"51603.1";
;;"14628.1"
;"23298.1";
"18174.1";"18174.1";
"48320.1";"48320.1";"48320.1"
"77015.1";"77015.1";"77015.1"
;;"10465.1"
;;
;"11705.1";
;"68651.1";"68651.1"
"53606.1";"53606.1";"53606.1"
"32445.1";"32445.1";
"47808.1";;"47808.1"
;"9317.1";
"70559.1";;
;;"31756.1"
"13231.1";"13231.1";"13231.1"
"37128.1";;"37128.1"
"70751.1";;
;"79654.1";"79654.1"
;"103029.1";"103029.1"
;"82335.1";"82335.1"
;"59625.1";
"42477.1";;
;"104074.2";"104074.3"
;;
;"100647.2";
;;
;;
;"12899.1";"12899.1"
;"14289.1";
;"43020.1";"43020.1"
"103774.1";;
"85531.1";"85531.1";
"39833.1";"39833.1";"39833.1"
"104537.2";"104537.1";"104537.3"
"104404.2";"104404.1";"104404.1"
"69393.1";"69393.1";"69393.1"
;;
"104295.2";"104295.3";"104295.2"
;"103411.2";"103411.1"
"37877.1";;
"104744.3";"104744.3";
"49684.1";;"49684.1"
"104864.3";"104864.3";"104864.3"
"104534.3";;"104534.1"
;"13758.1";"13758.1"
;;
;;
"85005.1";;"85005.1"
;;
;;
"72782.1";"72782.1";
"104110.1";"104110.3";"104110.3"
"76461.1";;"76461.1"
"96768.1";;
;"41085.1";"41085.1"
"2769.1";"2769.1";"2769.1"
"22084.1";"22084.1";"22084.1"
;"101622.2";"101622.2"
;"39778.1";
"95256.1";"95256.1";"95256.1"
;"103602.2";
"53127.1";"53127.1";"53127.1"
"43892.1";;"43892.1"
;;
"34244.1";;"34244.1"
"83675.1";"83675.1";
"104727.1";"104727.1";"104727.2"
;;"30986.1"
"102783.1";"102783.2";"102783.1"
"35713.1";"35713.1";"35713.1"
"73431.1";;"73431.1"
"103829.3";;"103829.2"
"104965.2";"104965.3";"104965.4"
;;"23833.1"
;;
;"69450.1";"69450.1"
"39962.1";;"39962.1"
"91366.1";"91366.1";"91366.1"
"84116.1";;
;;"36303.1"
"103115.1";;"103115.2"
;"62517.1";
"104746.2";"104746.1";"104746.3"
;"42096.1";"42096.1"
;"61370.1";"61370.1"
"56826.1";"56826.1";
;"47166.1";
"5481.1";;"5481.1"
;;"37792.1"
"65375.1";;
"17090.1";"17090.1";"17090.1"
;"103581.2";"103581.2"
;"102098.1";"102098.1"
"53671.1";"53671.1";
"91501.1";"91501.1";
"15401.1";;
"28033.1";;
"79804.1";"79804.1";
;"103939.3";"103939.1"
"38611.1";;
;;"52728.1"
"104145.1";"104145.3";
;"76841.1";
;"5985.1";
;"100881.1";"100881.2"
"74487.1";;
"54353.1";"54353.1";
;"55868.1";"55868.1"
"44083.1";;"44083.1"
"81806.1";"81806.1";"81806.1"
;"102522.2";"102522.2"
;;"69544.1"
"104501.1";;"104501.3"
"72836.1";;
;"97636.1";"97636.1"
;;"11097.1"
;;
;;
;;
"47066.1";;
"78500.1";;
"60555.1";"60555.1";
"38250.1";"38250.1";"38250.1"
;"104155.3";"104155.1"
"87048.1";"87048.1";"87048.1"
"60296.1";;
"104968.4";"104968.2";"104968.1"
;;"61618.1"
;"6263.1";
"96061.1";;
"32720.1";;
;"53575.1";
"32318.1";"32318.1";"32318.1"
"104147.3";"104147.3";"104147.3"
"3088.1";;"3088.1"
"103699.1";"103699.1";
"33654.1";"33654.1";"33654.1"
"37992.1";;"37992.1"
;;"104909.3"
"100817.2";"100817.1";"100817.1"
;"13051.1";"13051.1"
;"29096.1";
;"75345.1";
;;"101728.1"
"104072.2";"104072.2";"104072.1"
;"25346.1";
"6494.1";"6494.1";
"104866.3";"104866.2";"104866.1"
;;
"67809.1";"67809.1";"67809.1"
;;"50404.1"
;"21330.1";
;"103188.1";"103188.2"
"99163.1";"99163.1";
"74282.1";"74282.1";
;"1792.1";
"31072.1";;
"102484.2";"102484.1";
;"26472.1";
;;
;"98427.1";
"1546.1";"1546.1";
"84694.1";;"84694.1"
"97558.1";;"97558.1"
;;"85023.1"
;"4156.1";"4156.1"
"6117.1";"6117.1";
"55590.1";"55590.1";"55590.1"
;"81733.1";
;"102383.1";"102383.1"
"93964.1";"93964.1";
;"55507.1";"55507.1"
;;"74287.1"
"37648.1";;
"6068.1";"6068.1";
"26066.1";;
;;
"20856.1";"20856.1";"20856.1"
"103874.2";"103874.2";
;"60827.1";"60827.1"
;"63922.1";"63922.1"
;"25076.1";
"62278.1";;
;;
"24303.1";"24303.1";"24303.1"
"82485.1";"82485.1";"82485.1"
;"45135.1";"45135.1"
"27828.1";;
;"95139.1";
;"56803.1";"56803.1"
"75514.1";;"75514.1"
;"50729.1";
;"102578.1";
;;"58002.1"
"45093.1";"45093.1";
;;"23037.1"
;"19632.1";
;"20836.1";"20836.1"
"100481.1";"100481.1";
"103775.2";;"103775.3"
"104701.1";;
"93182.1";"93182.1";
"101720.2";"101720.1";"101720.2"
"103688.1";;"103688.2"
;"73613.1";"73613.1"
;"15621.1";
"57800.1";;"57800.1"
"4673.1";;"4673.1"
;"15441.1";"15441.1"
"80058.1";;"80058.1"
"58999.1";;
;;
"73439.1";"73439.1";
"35166.1";"35166.1";
;;"55122.1"
;;
"41720.1";;"41720.1"
;"40117.1";
"23267.1";"23267.1";
;"102489.1";
;;
;"84740.1";"84740.1"
"42408.1";"42408.1";
"95512.1";"95512.1";"95512.1"
;;
"103865.3";"103865.2";
"83881.1";;
"56529.1";;"56529.1"
;"98108.1";"98108.1"
;;"102542.2"
;"37491.1";"37491.1"
;;
"31487.1";;"31487.1"
"91404.1";"91404.1";"91404.1"
"70314.1";"70314.1";"70314.1"
"29011.1";;
"90237.1";;
"100891.2";;"100891.1"
"59970.1";"59970.1";
"103209.1";"103209.2";"103209.2"
"32948.1";"32948.1";
;"102321.1";"102321.1"
"55697.1";"55697.1";
;"62785.1";
"91576.1";;
"104273.2";"104273.3";"104273.3"
;"3633.1";"3633.1"
"103349.1";"103349.1";"103349.1"
"103934.1";;"103934.1"
;"77584.1";"77584.1"
"93036.1";;"93036.1"
"104534.2";"104534.1";"104534.1"
"4390.1";"4390.1";"4390.1"
"84143.1";;"84143.1"
"10375.1";"10375.1";"10375.1"
"104254.3";"104254.3";"104254.1"
;;"69064.1"
"61516.1";"61516.1";"61516.1"
;;
"48512.1";;"48512.1"
;;
"39072.1";;
;;"17052.1"
"17421.1";;"17421.1"
"77933.1";"77933.1";
;"10051.1";
;"37373.1";
;"39841.1";"39841.1"
;"43395.1";
"87384.1";;
"24636.1";;
;;
"105015.2";"105015.2";
;;
;"1512.1";
"29956.1";"29956.1";"29956.1"
;"101951.1";"101951.2"
"11689.1";;"11689.1"
"4622.1";"4622.1";"4622.1"
;;
;"18230.1";"18230.1"
"61529.1";"61529.1";
;;
;;"33798.1"
"85211.1";;"85211.1"
;"25033.1";
"68487.1";"68487.1";
"12957.1";"12957.1";"12957.1"
;"102087.2";
"105036.55";"105036.65";"105036.86"
;;
;"101254.1";
;"91027.1";"91027.1"
;;
;;
"77248.1";;
"22308.1";;
"103391.2";"103391.1";"103391.1"
"53056.1";"53056.1";"53056.1"
"76787.1";;
;;
"94924.1";"94924.1";"94924.1"
"104309.1";"104309.3";"104309.3"
"20408.1";"20408.1";
"16795.1";;"16795.1"
;;
;"14449.1";
"43414.1";;
"27325.1";"27325.1";"27325.1"
"45332.1";"45332.1";
;"47707.1";
;;"50615.1"
;"24127.1";
;;"104673.2"
;;"91157.1"
"11556.1";;
;"78459.1";"78459.1"
"45981.1";;
"1068.1";"1068.1";"1068.1"
"83878.1";;
;;
"20152.1";"20152.1";"20152.1"
"38654.1";"38654.1";"38654.1"
"42621.1";;"42621.1"
;;"46808.1"
;;
"103738.3";"103738.2";
"105036.69";"105036.13";"105036.35"
;;"72880.1"
"104964.3";"104964.1";"104964.1"
;;
"73260.1";"73260.1";"73260.1"
;"90069.1";"90069.1"
"104164.1";;"104164.3"
"100910.1";"100910.1";"100910.2"
"43716.1";"43716.1";
;"24305.1";"24305.1"
;;"43131.1"
"85611.1";;
"36370.1";"36370.1";
"11642.1";"11642.1";"11642.1"
"12591.1";;
"80346.1";"80346.1";
;;"88371.1"
;"89598.1";
;"99066.1";
"77778.1";;
;"86474.1";"86474.1"
"85225.1";"85225.1";
;"93471.1";"93471.1"
;;
"61385.1";;"61385.1"
;"102819.1";"102819.2"
;"54921.1";
;;
"100165.2";;"100165.2"
"87348.1";;
;"52824.1";"52824.1"
"9994.1";"9994.1";"9994.1"
;;
;;
"90757.1";"90757.1";"90757.1"
;"30065.1";"30065.1"
;"72158.1";"72158.1"
;;
;;"33424.1"
"103089.1";"103089.1";"103089.2"
"104421.3";"104421.3";"104421.1"
;;
;;
;"25742.1";
;"66580.1";"66580.1"
"19413.1";"19413.1";"19413.1"
;"65440.1";
"1493.1";"1493.1";
"76015.1";;"76015.1"
;"16319.1";"16319.1"
;"99208.1";
;"104559.1";"104559.3"
"88387.1";"88387.1";
;"76482.1";
;;
;;
"18824.1";"18824.1";
"88091.1";"88091.1";
;;"13868.1"
"89620.1";;"89620.1"
;"22825.1";"22825.1"
;"572.1";"572.1"
;;"30805.1"
;;"41517.1"
"74294.1";"74294.1";
;;
"39045.1";"39045.1";"39045.1"
"38138.1";"38138.1";
;;"60950.1"
"77637.1";;
;;"66941.1"
;;
"31893.1";"31893.1";"31893.1"
"55357.1";"55357.1";"55357.1"
"91751.1";"91751.1";
;"74723.1";"74723.1"
;;
"41277.1";"41277.1";
"101954.1";;"101954.1"
"45993.1";;"45993.1"
;;"80666.1"
;;
"83837.1";"83837.1";
;"102018.1";"102018.1"
"104286.1";"104286.1";"104286.2"
"51507.1";"51507.1";"51507.1"
"3764.1";"3764.1";"3764.1"
;"30291.1";"30291.1"
;"10131.1";
"48253.1";"48253.1";
;;"34221.1"
"23121.1";"23121.1";"23121.1"
"45196.1";"45196.1";"45196.1"
;"32154.1";
"29422.1";"29422.1";
"73474.1";;"73474.1"
;;
"34735.1";;"34735.1"
"104890.3";"104890.1";"104890.3"
"56338.1";;
;"72208.1";
;"41438.1";
"75803.1";"75803.1";
"104985.2";"104985.3";"104985.2"
"104154.3";"104154.1";"104154.2"
;;
;"49092.1";
"6656.1";"6656.1";
;;
"104082.1";"104082.1";"104082.1"
;;
;;"76525.1"
;"39344.1";"39344.1"
"64458.1";"64458.1";"64458.1"
;;"88328.1"
"103894.1";"103894.3";"103894.3"
"46783.1";"46783.1";
;"75287.1";
;"84257.1";
"47836.1";"47836.1";
;"95460.1";
"99367.1";"99367.1";"99367.1"
;;"51100.1"
;"14125.1";"14125.1"
"105036.76";"105036.74";"105036.47"
"104003.2";;
;"55128.1";"55128.1"
;"91896.1";"91896.1"
"47519.1";"47519.1";
"100935.1";"100935.1";
"24334.1";"24334.1";
"100645.2";"100645.2";"100645.2"
"38269.1";;
"103604.2";;"103604.2"
"74599.1";"74599.1";"74599.1"
;;
;;
"28727.1";;"28727.1"
"77037.1";;
"57215.1";;
;;"61228.1"
"20349.1";;
;"68918.1";"68918.1"
;;"64316.1"
"98741.1";;"98741.1"
"104712.1";"104712.3";
"85607.1";"85607.1";"85607.1"
;"96288.1";"96288.1"
"29231.1";;
;"59725.1";"59725.1"
;;
;"100343.2";
;;
;;
"43625.1";"43625.1";"43625.1"
;"99073.1";"99073.1"
"62419.1";;"62419.1"
;"33796.1";"33796.1"
;;
"85022.1";"85022.1";
"105036.61";"105036.54";"105036.96"
;;
"58358.1";"58358.1";"58358.1"
"104662.3";;
;"102006.1";"102006.1"
"101434.1";"101434.2";"101434.2"
"103931.1";"103931.3";
"34143.1";;
;;"67144.1"
;"102237.1";
"64755.1";"64755.1";"64755.1"
;;"63883.1"
"31468.1";;
;"6017.1";
"86122.1";;"86122.1"
"105036.6";"105036.68";"105036.52"
"103886.1";"103886.2";"103886.3"
;"89278.1";
"55675.1";;
"102644.1";"102644.1";"102644.2"
;;
"14564.1";;"14564.1"
;;"51050.1"
;"35712.1";
"68598.1";;
"61458.1";"61458.1";
"77347.1";"77347.1";"77347.1"
;"35069.1";"35069.1"
;;
;"15202.1";"15202.1"
"70875.1";"70875.1";"70875.1"
"68201.1";"68201.1";
"24220.1";;
;;
"22054.1";"22054.1";"22054.1"
;;"97966.1"
;;
"80444.1";;
"10702.1";"10702.1";"10702.1"
"88860.1";"88860.1";
"9522.1";;"9522.1"
;"40137.1";"40137.1"
"61775.1";"61775.1";
;"21309.1";
;"42867.1";
"84630.1";;
"843.1";;"843.1"
;"48532.1";
"26360.1";"26360.1";
"105036.46";"105036.40";"105036.28"
;;"27033.1"
"100125.1";"100125.2";
;"16325.1";
"104977.4";"104977.3";"104977.4"
;;
;"100397.1";"100397.2"
"10929.1";"10929.1";
"32293.1";;"32293.1"
"88154.1";;"88154.1"
"25647.1";;
"86825.1";"86825.1";"86825.1"
;;
"69983.1";"69983.1";
;"3529.1";"3529.1"
;"14516.1";
;;"98166.1"
"10443.1";;"10443.1"
"24701.1";;
"103844.2";"103844.1";"103844.1"
;;
"65984.1";"65984.1";"65984.1"
"101262.1";"101262.1";"101262.2"
;;"37030.1"
"103072.1";;
;"42134.1";"42134.1"
"104378.3";;
"30079.1";"30079.1";"30079.1"
"90011.1";"90011.1";
"98826.1";"98826.1";"98826.1"
;"29659.1";"29659.1"
;"77370.1";"77370.1"
;"78607.1";
"82747.1";"82747.1";"82747.1"
"43553.1";;"43553.1"
"36727.1";"36727.1";
;;"100025.2"
"51192.1";"51192.1";"51192.1"
;;"6901.1"
"99937.1";"99937.1";"99937.1"
;;"26482.1"
"12351.1";"12351.1";"12351.1"
"103774.2";"103774.2";"103774.3"
"51066.1";;
;"84304.1";
"85068.1";"85068.1";
"104007.1";"104007.2";"104007.1"
;"68217.1";"68217.1"
;"82523.1";
;;
"35941.1";"35941.1";
;;"102954.1"
;"39223.1";"39223.1"
;"8824.1";
;;"4201.1"
;;
"61651.1";"61651.1";"61651.1"
;;
"103848.1";"103848.1";
"52638.1";;
"63407.1";"63407.1";"63407.1"
;"25114.1";
"72256.1";"72256.1";
"102494.1";;
"103694.1";"103694.1";"103694.1"
;;"100707.1"
"28232.1";;"28232.1"
;"87130.1";"87130.1"
;;"82907.1"
"24639.1";"24639.1";"24639.1"
;"9573.1";"9573.1"
"15596.1";;
"99007.1";"99007.1";"99007.1"
;;
"60235.1";;"60235.1"
"103061.1";"103061.1";"103061.1"
;"89190.1";
"61194.1";"61194.1";
;;
"53118.1";"53118.1";
;;"66271.1"
"69448.1";"69448.1";
"104905.1";"104905.1";"104905.1"
"64219.1";;
;;"40273.1"
"22195.1";;"22195.1"
;"28391.1";"28391.1"
;"52055.1";"52055.1"
"62385.1";;"62385.1"
"16606.1";"16606.1";"16606.1"
"66197.1";;
;"71917.1";"71917.1"
;;
"65236.1";;"65236.1"
;;"16596.1"
;"62502.1";
;"104581.2";"104581.1"
"101491.1";"101491.2";"101491.1"
"58524.1";;
;;
"103775.2";"103775.1";"103775.1"
;;"57078.1"
"87283.1";;
;;"43623.1"
;"73807.1";"73807.1"
"26260.1";;"26260.1"
;;"35999.1"
;;"73977.1"
"54545.1";"54545.1";"54545.1"
;"86443.1";"86443.1"
;;
"19784.1";;
;"19500.1";
"61347.1";;"61347.1"
"101297.1";"101297.2";"101297.2"
"35429.1";"35429.1";"35429.1"
;"47298.1";"47298.1"
"97880.1";;"97880.1"
;;"75619.1"
"80049.1";;"80049.1"
;;"82382.1"
;;"60207.1"
;"104984.1";"104984.2"
"21967.1";"21967.1";"21967.1"
"16613.1";;
"103182.1";"103182.1";
;;
"13224.1";"13224.1";
"102535.1";;"102535.2"
"97239.1";;"97239.1"
"103903.1";"103903.1";"103903.3"
"104790.3";"104790.2";"104790.1"
"49089.1";;"49089.1"
"103552.2";"103552.2";"103552.2"
;"89864.1";"89864.1"
;;"42385.1"
;;"82465.1"
"16051.1";;"16051.1"
"13307.1";;
"78339.1";"78339.1";
;;"67225.1"
;;"82412.1"
"82768.1";"82768.1";
"4093.1";;
;"100742.2";"100742.1"
"97773.1";"97773.1";
;;"74905.1"
;"104733.3";"104733.2"
"104653.3";"104653.3";"104653.1"
"6398.1";"6398.1";"6398.1"
"60140.1";"60140.1";"60140.1"
"79580.1";"79580.1";"79580.1"
"94613.1";;"94613.1"
;"45948.1";"45948.1"
"46778.1";;
"2315.1";"2315.1";
;"70706.1";"70706.1"
;"69176.1";"69176.1"
"101977.2";"101977.2";"101977.1"
;"49133.1";
"100978.1";"100978.2";
"59.1";;
;;
;;"53092.1"
;"103848.3";"103848.1"
"40258.1";"40258.1";
"990.1";;
;"13091.1";
;;"12098.1"
"23114.1";;
"100632.2";"100632.2";"100632.2"
"95312.1";"95312.1";
"104347.1";"104347.3";"104347.1"
;;"66708.1"
"104753.2";"104753.1";"104753.1"
"104958.4";"104958.3";"104958.3"
;;"105023.4"
"33597.1";;
;"102734.1";"102734.2"
"60624.1";"60624.1";"60624.1"
;;"72340.1"
"100131.1";"100131.2";"100131.1"
"54088.1";;
"89952.1";;
;"38665.1";"38665.1"
;;
"40949.1";;"40949.1"
;"91871.1";"91871.1"
;"50774.1";"50774.1"
"45661.1";"45661.1";
"51974.1";"51974.1";
;"40812.1";
"104981.3";"104981.1";"104981.1"
"25127.1";;"25127.1"
"101999.2";;"101999.1"
;;"40542.1"
"102976.1";"102976.1";
"12346.1";;
;;
"104866.2";"104866.2";"104866.3"
;;"100665.2"
"78262.1";;
;;"20501.1"
"57524.1";;"57524.1"
"51007.1";"51007.1";"51007.1"
;;"63134.1"
;;
;;"105007.1"
"32942.1";"32942.1";"32942.1"
"88341.1";;"88341.1"
"103781.1";"103781.2";"103781.2"
"102692.1";"102692.1";
"100779.2";"100779.2";
"103855.2";"103855.2";
"16401.1";"16401.1";"16401.1"
"100836.2";;"100836.1"
"104602.3";"104602.2";"104602.2"
"21318.1";"21318.1";
"4740.1";"4740.1";
"18273.1";;
"49867.1";;
;"103323.1";
"54466.1";;"54466.1"
"15690.1";;"15690.1"
"29485.1";;"29485.1"
"2576.1";"2576.1";
;;"84076.1"
;;"55214.1"
;;"26212.1"
"80274.1";"80274.1";
;;
"104763.3";"104763.3";
;"52232.1";"52232.1"
"76400.1";"76400.1";
;;
"104966.4";"104966.4";"104966.4"
;;
;;
